uuid,vin,make,model,mileage,year,price,zipCode,createdAt,updatedAt
8036b4d3-7644-4b75-820b-afaf53aa304c,JM3TB2BA7D0160527,Mitsubishi,Cordia,67605,1987,$85375.30,2440-370,1/31/2020,12/2/2019
6df182f2-3017-4ec5-825b-423315c63d72,JH4DC44661S651846,Buick,LaCrosse,35623,2009,$15321.00,,7/21/2019,12/4/2019
ccb3ca2b-d759-472a-bb03-4a87883d424b,1C4RDJDGXDC083885,Lexus,GS,95468,2007,$3259.26,,6/21/2019,1/10/2020
c56aae88-af9e-4e39-99bd-f7988abc6c15,1N6AD0CU2BC827858,BMW,M5,98484,2009,$41345.48,65200-000,2/14/2019,12/23/2019
d0dadb69-de89-4ca2-9320-f2bccb2edbaa,JN8AF5MR2DT638168,Cadillac,DeVille,5130,2001,$63576.13,,9/16/2019,9/7/2019
fa0fc227-71e0-468f-a31e-d92bb12fdf6a,1N6AF0LX9EN406412,Nissan,Sentra,49954,2002,$48777.85,691 02,3/1/2019,4/21/2019
00ccdbac-5463-49b0-8ee8-ed7993c9e567,1LNHL9DR2BG855036,Toyota,Yaris,58017,2011,$60513.67,,5/30/2019,5/4/2019
6afc362c-3f0a-4b13-8b18-ab08ac27de0c,WAUUL58E75A998748,Chevrolet,Monte Carlo,93131,2001,$64021.68,,2/14/2019,1/20/2020
c59f88c9-efd4-4f79-b60e-3113377881e1,1N6AA0CA3FN118462,Nissan,200SX,86568,1996,$95668.44,,8/26/2019,10/23/2019
484f142a-2dd8-4c86-afd6-cb55c5caa9a4,WAUGVAFR9AA423356,Mercedes-Benz,CL-Class,30520,2012,$83649.97,9223,11/27/2019,7/1/2019
40c7683b-3cd7-4bed-85fc-da2efb23e594,SCFPDCGP7EG881156,Ford,E-Series,78674,2012,$53569.45,,4/13/2019,6/15/2019
46f20d39-7e75-4c98-a966-9faa086ea473,TRUB3AFK3C1515674,Mitsubishi,Outlander,43159,2012,$10456.36,,5/11/2019,7/12/2019
e7c42b39-c623-48ef-a157-70f1a5e15fdf,JTDZN3EU4E3313841,Audi,4000s,93071,1986,$59384.04,,8/27/2019,9/9/2019
f41f65fa-9cb6-40f5-9634-9b86aae6ab1a,YV1382MS3A2266416,Lexus,LX,65673,1999,$5892.40,7023,7/15/2019,9/29/2019
aaae382c-7646-486e-abc1-451af900024b,WA1DGAFP8DA341194,Dodge,Ram 3500 Club,65678,1997,$77600.85,,5/26/2019,12/14/2019
5e099bac-5361-4e58-bc3a-723191272f77,3VW1K7AJ3BM676213,Oldsmobile,Bravada,91102,1996,$3111.13,2950-438,12/9/2019,3/16/2019
d14774b0-6270-4dd3-80eb-28826f4a14fb,WDDHF5KB9FB981395,Suzuki,Swift,59734,1994,$6622.63,125364,3/13/2019,6/25/2019
da6ad59a-a246-4c25-b9d0-e8be808ae587,KMHCT4AE0DU566840,Volkswagen,Fox,66940,1992,$37634.91,L-6231,12/4/2019,1/15/2020
4347ac5f-cead-45e8-b7e0-bcf87745eccd,JTMHY7AJ5A4501102,Chevrolet,TrailBlazer,64149,2004,$67007.32,,2/26/2019,12/3/2019
9352a47d-811f-4c8e-b90d-526d4d9ea233,WBAUL7C51AV344642,Volvo,XC70,19484,2010,$19835.72,453187,12/11/2019,12/31/2019
ded4be2d-e40b-499f-a483-70e2df501623,1FADP3E20FL102940,Acura,NSX,89147,1996,$91128.12,4107,10/13/2019,4/20/2019
728c17dc-362c-4501-9e4f-4d39a62bf5ae,1G4PT5SVXD4869422,Pontiac,Aztek,22808,2005,$96750.40,91893 CEDEX,12/2/2019,7/27/2019
123f8cda-abbd-40cc-8ab1-c6b463c2ef8e,2G4WF551221659000,Plymouth,Neon,57377,1999,$30436.13,,12/13/2019,3/20/2019
65bef1c4-5d0b-4ce6-905c-4817a813095c,3VW1K7AJ1BM530778,Acura,RSX,37220,2003,$45537.34,A0A,12/8/2019,10/27/2019
6b4b8566-3cbb-42d0-ba62-acd073a02f1d,KMHDB8AE5BU768214,GMC,3500 Club Coupe,35363,1992,$68312.67,,5/22/2019,12/5/2019
46c677c0-8346-4e31-9559-6940cafc8498,1J4PN2GK8AW945760,Dodge,Ram 3500,50874,2006,$83123.33,366319,1/25/2020,10/11/2019
bdf95c40-b3ed-4ee1-9444-6d5bc357abe6,WBADW3C53DJ783336,Audi,A8,40849,2011,$6956.62,,4/10/2019,8/22/2019
97895fc2-430b-4969-8827-7c6ff65d516b,SCBBR9ZA3AC712990,Cadillac,DeVille,76077,1995,$20473.37,5506,5/14/2019,1/24/2020
c7af0f18-f694-4139-a7f3-ee7945f52258,YV1902MC7F1317312,Volkswagen,Type 2,98296,1989,$70858.59,,1/3/2020,6/21/2019
d5310154-42c9-4a81-bb74-89aa2d5f992f,1D7RV1CP3BS763490,Toyota,Land Cruiser,9918,2010,$79955.70,,3/24/2019,1/31/2020
29c5f5c9-2108-4445-b847-f180d01c2328,1G6DU6EV0A0901290,Nissan,Frontier,32103,2012,$83060.39,9201,12/13/2019,3/25/2019
64adc0d7-e068-47fd-a4aa-160346b765a6,1GYFK43509R260064,Ford,Aerostar,36744,1989,$94941.84,,7/26/2019,8/24/2019
c62a7ca9-fdae-4d55-8d34-dcc192c06977,JH4DC54844S960971,Nissan,Pathfinder,69167,2002,$76308.48,,12/31/2019,6/29/2019
0a53a5df-94e1-4dd6-bd3b-3bd9cc0bce0e,WAUKF78E85A898510,Volvo,V70,49283,1998,$8431.84,1114,10/18/2019,5/7/2019
a4fba521-5d50-4414-a332-f6609b3f6ea0,JTHBW1GG7F2882893,Mazda,RX-7,43027,1987,$31885.46,4312,8/22/2019,3/1/2019
df13425e-8711-4bf6-8011-4459a46107a0,WBAYP1C55FD231079,Kia,Sedona,79714,2010,$63306.63,,4/7/2019,2/5/2020
3518d1cc-1a0a-4f1a-980e-38f4fe2f3798,2T2BK1BA3FC590803,Ford,E150,3431,2003,$27145.98,,1/26/2020,10/24/2019
9a6a1ccc-4e9f-4280-99ce-4ef0dff84c50,TRUWT28N121190472,Mitsubishi,GTO,34826,1998,$76716.79,4600-661,2/16/2019,11/2/2019
b7a2ee14-a9d6-4d64-b45c-e888e90c9c9e,JN1EY1AP6EM092640,Ford,ZX2,62454,2003,$74984.37,,9/12/2019,1/31/2020
69246455-060b-407c-8fcc-48998c322436,WAUMK98KX9A505182,Mitsubishi,Truck,70808,1986,$94932.19,41270,8/4/2019,5/3/2019
2becd828-083a-4280-9168-f78b1508974e,WAUYGBFC5DN645339,Chevrolet,Silverado 2500,25167,1999,$86108.99,8422,12/31/2019,2/16/2019
9604eaef-8575-4214-b38f-a9a9780160a0,1D7RW2BK2BS143495,Chevrolet,Suburban 2500,61882,1993,$20375.38,628408,11/18/2019,4/20/2019
d8217496-b8ef-41a6-a1d5-4d6b8864899c,WAUSF98E36A466758,Mercury,Grand Marquis,2794,1993,$96816.09,,3/15/2019,5/10/2019
d10463e7-af91-47a0-a92a-c3c291f4c28f,SCFHDDAJ2CA619429,Nissan,Maxima,95787,2003,$54391.83,,3/31/2019,10/18/2019
2e94dc32-ee0e-4228-b8ca-f268496d66fb,WP0AB2A86FK801558,Hyundai,Accent,38180,2001,$37934.62,2733,9/2/2019,6/14/2019
cafe85eb-5e83-4d8f-bd83-8716f84173f5,WA1DGAFE3BD422713,Lexus,RX Hybrid,47372,2008,$95170.42,1322,3/23/2019,4/7/2019
c0a6dbf6-7c4e-4fca-816c-1c7e7d0bdca5,WAULFAFH3BN411698,Suzuki,Daewoo Lacetti,79703,2007,$57498.86,860008,8/31/2019,12/31/2019
640e8c3e-342a-4cef-b3d1-d3115fddbf1c,SCFFDAAE2AG027371,Ford,Econoline E150,36472,1993,$49934.60,,6/6/2019,8/21/2019
ea1c88a0-d259-47a6-a193-2fc1f8fc7123,SCBET9ZAXF8353078,GMC,Acadia,83990,2011,$34963.95,6328,10/13/2019,4/6/2019
61e0f99a-3f0b-43e4-a35c-b3c27fe44bd3,1FAHP2DW9BG173458,Mercury,Mountaineer,31791,2001,$12399.85,,8/6/2019,3/13/2019
8af346bd-88d9-4b5b-91d6-558ba20fe2a5,WAUBFAFL8BN662264,Ford,Escape,66654,2013,$63998.85,,2/5/2020,12/13/2019
045cc437-d010-4326-8433-f42d8f09c214,1N4AL3APXDC492913,Ford,E250,23431,1984,$38252.24,79105,2/20/2019,7/3/2019
4c80de4c-7949-48d1-aece-485a8618ab84,1FTEW1C89FK696525,Scion,xB,61236,2011,$83250.24,,6/14/2019,5/24/2019
4aa730e3-930e-413d-994d-0a63c97afa54,5TDBK3EH9DS551713,Nissan,Sentra,72390,2007,$14795.79,,3/24/2019,6/9/2019
60029030-5852-4028-84fb-cef49bd69c1a,1G6AZ5SX6F0561509,Audi,Coupe GT,46503,1987,$56961.93,5688,12/19/2019,3/10/2019
14e2404d-0b8b-4eba-b43b-112a188399b9,KMHHT6KD0CU981520,Ford,Econoline E350,27029,1994,$11156.55,30554,7/21/2019,11/23/2019
c864ef41-c569-4009-afe1-c8e335dff80b,1FTSW2A59AE574305,Mazda,MPV,12290,2001,$76465.81,9950-225,11/27/2019,6/16/2019
12d221cb-b8a0-4261-90c4-5b22ba1e5025,1LNHL9DR8AG905663,Honda,Element,75884,2005,$25518.06,7031,1/10/2020,11/4/2019
c1d587ca-97a8-4b4a-a182-efc24dee2e7b,2G4WB55K121645240,Dodge,Dakota Club,39782,1992,$22876.95,4207,2/25/2019,10/23/2019
124c3f91-4ea5-4b66-a98b-50823b303e36,WBANW13589C825665,Chrysler,Pacifica,28072,2005,$22148.87,M5L,9/17/2019,6/9/2019
f7ff65e3-30c2-4530-8cbc-9a44768263f0,WAUPL68E04A614942,Lotus,Esprit,74220,1985,$98568.16,,6/22/2019,8/31/2019
a90faa6c-347b-4515-9f58-c30a45adcfd6,JN1AZ4EH9FM177425,Mercedes-Benz,E-Class,94000,2007,$13984.18,4600,11/17/2019,3/29/2019
b954e3c6-5f86-4dad-b654-dffdf4715eba,3VWML7AJ2CM592508,Dodge,Durango,75491,2009,$94205.53,,8/27/2019,2/10/2020
838cdc62-3e30-482f-b8cf-8df2fcd33961,JN8AZ2NC7E9764475,Mitsubishi,Eclipse,95610,2003,$4326.62,55124,7/31/2019,3/1/2019
7c17ba4a-d0e5-4415-9361-0758ca147f5f,1N6AF0KY6FN447155,Chevrolet,Corvette,16060,2005,$37558.86,822 30,2/25/2019,10/31/2019
d41c8be1-4979-458e-8580-c8bb4058905c,WAUGFAFR2DA896114,Alfa Romeo,Spider,43840,1992,$6026.08,,3/6/2019,8/23/2019
cf7bf372-c675-4dbe-afb2-72a3877048bb,JM1NC2PF7E0047732,Acura,TL,7322,2005,$15778.17,768 11,11/15/2019,1/22/2020
772ecb20-7dff-4c05-96a3-f8f7fbd47dda,1G6DA1ED4B0771678,Honda,Element,14131,2007,$45399.66,89856-000,12/23/2019,4/14/2019
fbb37fe6-7797-4682-9326-c4961c83ee16,WBAUT9C54BA789896,Lexus,RX,8687,2002,$69405.53,,4/19/2019,5/22/2019
f3a83939-cd64-4e6c-8783-ab9833943c5d,WBABS53411E132782,Dodge,Intrepid,51724,1993,$75227.24,232517,2/4/2020,3/28/2019
2c312684-7ee9-4fff-928f-31217da15402,WAUHF78P28A324369,Volvo,V50,78018,2008,$31457.52,7541,10/8/2019,5/27/2019
87c8ada9-e903-4d38-9b29-53430f646c70,19VDE1F7XFE307231,Ford,Club Wagon,17728,1993,$63529.79,,12/3/2019,1/18/2020
9c347568-3d53-4300-aea9-08bc0c1c7f04,1G6AH5R37E0255536,GMC,Canyon,19303,2006,$15451.33,,9/14/2019,7/27/2019
b46648f9-7f58-421b-816e-a6d02875d652,1FTMF1CWXAF954157,Ford,F-Series,32787,1994,$99004.94,,11/24/2019,6/10/2019
8ad16f64-819d-4eb6-8303-fc9c84d88006,KNADH4A38A6848343,BMW,X3,41715,2004,$82206.25,,12/2/2019,10/7/2019
97d6b36f-215e-4eb5-a779-3a0a09fd8906,1FBNE3BL4ED091436,Toyota,Previa,66583,1994,$74138.78,2309,10/26/2019,12/20/2019
85bde247-94a4-41dc-8c79-16fc3cd891da,WA1AV74L87D748043,Daihatsu,Rocky,13218,1992,$75999.56,,8/16/2019,4/3/2019
086a2f8f-6b69-48ca-a345-39cac888c26b,5YMGZ0C52E0631116,Mitsubishi,Eclipse,95935,1992,$74519.67,DGL,12/23/2019,3/13/2019
5d9a60a2-6d01-4b5e-85d3-5e4d023db943,3GTU2YEJ3DG834972,Honda,Accord,69420,2010,$20661.81,,4/24/2019,8/7/2019
1adf0a33-bc10-478e-808c-5b46302b6438,WAUNG74F69N017665,Pontiac,Grand Prix,546,1979,$55513.44,,2/24/2019,10/30/2019
6b958502-22fc-4ef8-be52-662913f9e72d,1C6RD6FK3CS787582,Volkswagen,Jetta,31970,2008,$52532.38,,1/12/2020,9/26/2019
e4113db4-3a3b-45a5-8591-553c9eb33c14,WAUEFAFL4FN781142,Lincoln,Continental Mark VII,80892,1989,$63259.61,V1L,1/2/2020,9/29/2019
bef69a58-a900-40f5-b5ef-2a14785a7377,1VWAP7A30EC695066,Mercedes-Benz,CLS-Class,22535,2006,$79709.83,,4/15/2019,6/19/2019
993b0d0c-5723-487b-9599-8a609504f9db,1G6DJ5ED9B0111630,Buick,LeSabre,39688,1989,$67994.68,,2/3/2020,5/8/2019
97456bac-b15f-4316-9ac3-6e348b835f71,1FMJK1HT0FE132232,Jaguar,XK,4936,2012,$24909.18,171 43,7/3/2019,3/15/2019
4442f420-b900-4016-bde9-77f09c0d9a28,4T1BF1FK0FU317800,GMC,Canyon,88728,2004,$83629.20,76115,11/9/2019,7/24/2019
4e70689f-2511-4c8a-a835-212402bf6834,2C3CDXGJ0DH595477,Ford,Escort,30258,2002,$57236.80,,2/24/2019,6/5/2019
6d5216df-8f3d-4b58-a06c-ba7548d6a09f,1GYUKGEF9AR669182,Toyota,FJ Cruiser,59370,2011,$59052.95,1871,5/18/2019,11/19/2019
fe4fadc9-fd2c-4d78-8851-6e4f86a6119c,2G4GS5ER7D9728998,Mercury,Grand Marquis,44668,1986,$33644.25,45920-000,5/16/2019,7/6/2019
4658f2cc-a73f-42ca-92a8-ec7f6301e81d,KMHHT6KD0DU013192,Chevrolet,Astro,99575,2003,$26479.96,40324,11/24/2019,1/5/2020
e6818985-09c9-4ec5-86e0-ff8e64c07642,WP1AE2A29BL592657,Suzuki,X-90,18368,1998,$70078.11,169645,10/5/2019,2/11/2020
ee9de2d1-1110-4dc9-bea8-a469bb47d724,1GYFK43838R652285,Toyota,Camry,34697,2012,$36657.10,RG20,8/2/2019,9/27/2019
f97bb5f8-be0e-4b8b-a439-2bd403a03131,WAUHGAFC0CN338914,Kia,Sportage,85366,2007,$18490.40,,9/4/2019,2/8/2020
cd5048f9-57bd-4c51-906a-83008cfc3042,1VWAH7A31CC872475,Pontiac,Grand Prix,72809,1987,$58217.19,60567,10/27/2019,12/26/2019
392b9a87-e120-4d77-a7e3-8fd606a2e8da,WP0CA2A89BU997389,Chrysler,Town & Country,46604,2011,$28080.45,91029 CEDEX,7/17/2019,3/4/2019
704454de-a41b-4b17-9c92-ff73f62457db,JH4NA12692T546399,Toyota,Previa,77798,1993,$35794.33,,4/3/2019,4/21/2019
6ea9c4bd-6135-4482-9c72-57f3f7800301,JTEBU5JR6A5088916,GMC,Sierra 2500,53448,2007,$29425.44,682509,10/23/2019,12/31/2019
d680cee7-35f3-48ba-8d56-ebacb551a707,4JGDA2EB1DA797150,Ford,Escape,63023,2013,$3224.80,4810-571,10/18/2019,8/4/2019
3016dbd9-8070-44a2-b1c0-07c3e7ab055b,WBAAV53441J060700,Mercedes-Benz,SL-Class,69469,2003,$74034.83,,11/22/2019,4/21/2019
53852ac9-238a-4381-8e6f-f88146b29a04,WAUDL54FX5N173486,Audi,A5,74743,2008,$73033.81,,7/16/2019,10/16/2019
310ffc9b-d71e-4e50-aec8-b44dc07af9a3,WAUGL78E75A344003,Mitsubishi,Montero,29712,1996,$35496.30,,10/1/2019,10/5/2019
ee743f08-3f9e-406c-9eed-bf25c1db614e,WAUFFBFL9BN431087,Audi,TT,36833,2003,$63316.26,,11/13/2019,5/8/2019
396a85a4-7a40-473f-ae7b-0a2999162ae2,3VW8S7AT9FM373944,Lexus,ES,96379,2000,$21252.42,,5/30/2019,12/4/2019
daf2dc6b-b545-4d8a-b85d-18d42e8c4f00,WAUNE78P18A534385,Lexus,SC,81963,1992,$74480.45,58028 CEDEX,3/24/2019,7/19/2019
460932ea-fa76-4dd5-b20b-1ec15fd2beac,WBAYF4C58FG250499,Audi,S4,29848,2011,$59340.78,112 75,6/20/2019,6/22/2019
0a1f7905-449e-408a-8667-ef6b53d57d9c,1G6DJ8EV7A0345502,Toyota,RAV4,7718,2005,$69207.70,2125-106,3/27/2019,6/9/2019
b6a249fc-5d70-4623-8c77-95bb001b2875,5GADT13S552881335,Kia,Soul,15954,2012,$12606.14,,7/28/2019,7/26/2019
8ed0277c-74c7-4a9f-9cad-a7e716da8daa,YV126MFJ3F1508751,BMW,5 Series,78120,2002,$89389.65,M5L,5/5/2019,10/25/2019
b78eb3d8-607a-4896-9c66-228e4433ec47,1G6DJ8EY0B0922334,Ford,Ranger,1716,2011,$71840.99,76115,5/16/2019,7/23/2019
e6abf8c6-afbb-498e-a7be-ec58a608d7e9,WAUHGAFC8CN585288,BMW,Z8,62494,2001,$10324.36,649193,2/20/2019,6/1/2019
4163c9b9-0f5a-4619-9467-84a8839257f8,WAUYP64B01N622158,Buick,LeSabre,54402,1988,$32870.60,,9/2/2019,3/14/2019
17a9168f-e13b-454f-80a8-7bd8ec1f362e,WAUBH74F06N665076,Toyota,Avalon,42444,1997,$22973.86,6343,3/19/2019,12/13/2019
cfa9cad5-28b7-41f6-9ee9-188059f79513,2D4RN6DX4AR391182,Dodge,Ram 1500,52880,2009,$63858.62,4117,2/27/2019,8/25/2019
801f3d7d-439a-4dfc-afc5-8ad02c1dbb0c,3D4PG6FV5AT013480,Acura,TSX,87497,2010,$70101.81,,12/19/2019,9/26/2019
904f424a-4d6c-4c40-b668-8adb60b7a14d,WAUAF68E25A579982,Mercedes-Benz,SL-Class,55756,1984,$7830.50,,12/16/2019,3/8/2019
3b405188-c2d2-4094-b44a-186787be7363,WP0AA2A80CS058961,Mazda,Mazdaspeed 3,56845,2011,$15759.75,,11/6/2019,9/26/2019
9da90d61-c921-4d1e-9c6c-a0a4ad028d99,3VW4T7ATXDM890064,Honda,Insight,59003,2004,$83029.84,,2/8/2020,4/1/2019
f137b1b9-9cab-4cd6-9d0c-4476b985351e,1GTPCTEX9AZ890637,Ford,Contour,82499,1999,$76648.25,00163,6/7/2019,8/21/2019
ff7c0af1-a6c9-4fe9-97a5-7f8901b95fa8,1C3CDZCB4DN655794,Kia,Rio,58098,2012,$65991.74,,1/25/2020,10/21/2019
805f1014-173c-47bd-badc-4098fe1c06d9,1G6DX6ED2B0243911,Pontiac,Trans Sport,59407,1998,$73486.71,,10/27/2019,5/1/2019
496e26b4-27a7-4021-a32e-f5c070433d49,1FBSS3BL6AD644464,BMW,M5,51358,2007,$82778.62,28205 CEDEX,11/30/2019,8/4/2019
ed935cc1-5075-4039-8921-24fffa93c10f,3VW507AT9FM505075,Chevrolet,Traverse,96568,2010,$5874.47,353530,3/5/2019,9/21/2019
9e5d3974-0a7b-43ea-8c14-aa133177c29c,WDDGF5EB1AA548028,Daewoo,Lanos,45495,2002,$13999.75,,7/14/2019,1/1/2020
7c3bfb39-e74c-44a0-b8b4-b3899b8c0b21,1B3CB2HA8AD849210,Chevrolet,Corsica,67767,1992,$9307.56,,4/28/2019,4/27/2019
d1c1f8f7-5528-453c-abcb-9155a8ceaa1e,2G4WE587671821298,Saturn,VUE,11254,2002,$86914.80,35540,5/14/2019,9/16/2019
4db304db-d7ca-430f-9c3e-1f19d079cabb,YV1672MK5D2797279,Mercedes-Benz,SLK-Class,9078,2008,$81024.12,41240,2/20/2019,3/23/2019
f767eebd-5b97-4d11-8a02-cd4c6e5d8797,5TDBW5G14DS231442,Mitsubishi,Chariot,13936,1991,$22412.41,,5/10/2019,4/13/2019
7d9402bc-5b98-46e0-bb26-14b42c9884f6,1G6DV57V280786917,Audi,A8,61011,2006,$84278.14,,10/29/2019,12/27/2019
ef4f5c3c-36ac-453a-9a8d-ca378e0ecb03,SCFAD02AX5G669410,Pontiac,GTO,68480,1969,$62457.32,8704,3/6/2019,11/12/2019
113af4ae-29f3-4864-a696-035609d50454,1G4HR54K52U226317,Suzuki,XL-7,65426,2002,$36267.80,93612,8/19/2019,2/3/2020
35190092-71c2-482e-ad66-d680214eac14,5TDDK3DC0FS142095,BMW,6 Series,38283,2012,$39974.65,93950-000,6/28/2019,1/22/2020
685db42e-a49a-4833-be1e-faf0adac8ef3,WBANF73596C586903,Volvo,C30,87697,2011,$93852.41,20300,10/6/2019,3/24/2019
77494b92-bf28-44fe-a21d-b97684eb768e,WBSDX9C59DE769977,Ford,Taurus,28593,2007,$57137.16,,8/10/2019,10/15/2019
e633624b-a139-490a-aec2-c13c9866f24a,WA1TFAFL3EA877466,Dodge,Ram Van 2500,94588,1996,$78690.53,6227,4/17/2019,4/3/2019
97daabd0-b842-4f75-bc89-d5e893b960f4,1G4GD5EG3AF633818,Lexus,GS,94588,2005,$86605.79,47336,1/17/2020,12/5/2019
8deaa110-c579-4828-bb0f-ef7fa366ecda,YV4902DZ0E2124998,Maserati,GranTurismo,83556,2009,$78597.98,,7/24/2019,5/24/2019
a265de06-9514-4b80-8ab4-e73e21d66de9,JN8AZ1MU2DW391494,GMC,Safari,50353,2000,$18679.44,4323,12/11/2019,12/15/2019
917923fd-6dc3-462f-86e9-d69114db96b2,1G6YV34A245457641,Chrysler,Town & Country,46555,2007,$92273.43,,5/9/2019,6/4/2019
3423e297-ece3-4489-aa3d-e46976bc9a54,1YVHZ8BA6A5486163,Mitsubishi,Eclipse,94107,2004,$15972.44,,5/21/2019,12/10/2019
464cacfd-0a08-471c-ab9e-35f46ae981ea,WBAVL1C50DV702335,Isuzu,Hombre Space,74876,2000,$39181.79,,11/3/2019,2/16/2019
6af03901-3f35-4e1e-84ab-81b6f1f05433,1G6AD5SX3D0827323,Kia,Optima,84279,2008,$75281.86,,12/24/2019,6/16/2019
eb688037-e20e-49c1-8a48-4e153e1c4ae4,WAUKF78E65A112574,Pontiac,Firefly,67100,1988,$29169.01,,5/13/2019,12/21/2019
b286f06e-bf33-4d45-b55e-0db9b6af37ac,JN1AZ4EH1FM881263,Buick,Skylark,96426,1993,$20163.46,,7/23/2019,10/27/2019
24c5a2e7-6ba7-46f4-b707-2c8e73b02c76,3D7TP2CT3BG557290,Chevrolet,Venture,48566,2002,$75433.06,1694,10/11/2019,2/4/2020
6cd2ecc9-0879-4a1e-9318-8ca203f82df1,WAUKF98E77A656130,Chevrolet,Monte Carlo,19567,1995,$24839.06,,6/27/2019,3/27/2019
8472cf8b-c2d2-4d63-81fe-6ff7f5952b68,2G61W5S81E9054166,Ford,F250,80305,2002,$20451.80,,10/8/2019,5/6/2019
b0d71b2b-81df-4857-91ea-fb73efad0fc6,WBALM7C55EJ291515,Chevrolet,Silverado 2500,62706,2012,$66959.13,,10/24/2019,12/2/2019
0e7e6cf7-a3f3-41e0-889b-2d4d36513119,2G61N5S30D9583162,Ford,Falcon,61167,1966,$37011.12,,1/6/2020,5/11/2019
2c106643-c4d5-4388-8012-805cbdaa5939,WAUEFBFL0EA025724,Infiniti,QX,15208,2004,$98821.32,176 76,2/22/2019,4/12/2019
2e50afee-2063-4114-b579-2b835efb541b,5NMSG3AB3AH614578,Mercury,Tracer,94729,1999,$38559.59,,8/13/2019,5/25/2019
ea5803cf-46df-4495-b6e6-ca28204da1d0,WBA3B1C51FP463427,Lotus,Esprit,23453,1996,$28224.30,,9/26/2019,6/6/2019
1220bdd7-a20e-439b-ac8b-eb84ecfa9f29,JHMGE8G32BC209755,Maserati,Spyder,83963,1989,$71841.99,,11/14/2019,1/23/2020
419a1198-b371-467f-b901-1d49af94b08a,1VWAH7A34DC350764,GMC,Safari,15582,2004,$39501.47,,9/13/2019,9/24/2019
08158862-e885-4c39-8d25-df5764cf4324,WAUJT68E23A297153,Mazda,Mazda3,82890,2008,$98789.86,,6/5/2019,1/9/2020
e1bd70b6-2d46-4e3b-8d78-b99bb86b899f,WVGEF9BP9ED310680,Suzuki,Forenza,16421,2007,$25610.59,77708 CEDEX 4,12/28/2019,7/2/2019
76e8ecb9-c0e2-4812-8462-5cb82a9f1e57,WAUWKAFRXAA300895,Mazda,323,53109,1995,$21560.78,73201,3/23/2019,6/6/2019
0ad88482-cc9f-46cd-b3ea-98f0eda7db02,WVWGU7AN2BE221241,Ford,Explorer,44240,1997,$36159.66,,5/21/2019,6/18/2019
01fa1181-2ae7-4a15-8358-a9aaf617b739,19UUA9F25BA018598,Audi,A8,73414,2004,$43514.43,8608,12/14/2019,3/30/2019
0735c532-e288-4413-bd24-b4998bba0354,3C4PDDBG1ET216227,Hummer,H2 SUV,11124,2006,$7030.38,1805,5/3/2019,6/13/2019
036a723b-e806-4b35-855d-bcd224646117,5NPDH4AE1DH282234,Dodge,Ram 3500,10046,1994,$67422.76,,9/7/2019,11/26/2019
f8851c10-e90f-41b0-a0b6-c62c96c7d49d,KMHGH4JH4EU218425,Saturn,Sky,41746,2007,$80449.35,,1/27/2020,8/31/2019
00b3590d-cfb4-4eb4-ac7e-c7ebc223e185,WAUDH94F67N723763,Saab,9000,23336,1996,$53293.22,368324,7/18/2019,9/27/2019
1b8bddd0-38c3-4d08-9262-98a40a2cf510,YV4902DZ1E2967916,Oldsmobile,Ciera,18846,1995,$53415.96,96600-000,2/20/2019,12/12/2019
95751901-bceb-49f5-af10-a48ef598d717,1FTEX1C84AK161611,GMC,Yukon XL 2500,90269,2011,$55818.04,4525-355,9/14/2019,5/7/2019
66339b95-d0ee-474d-ae05-631171c2941f,JH4KC1F32EC365582,Cadillac,Escalade EXT,52781,2006,$49200.77,84977 CEDEX,1/5/2020,10/21/2019
748e21b0-1c9e-4069-a5a4-092da7c4fd3b,3C4PDCEG7FT159247,Infiniti,M,53709,2003,$79679.43,07600-000,4/1/2019,8/3/2019
87113732-2eef-4f6f-9309-171e65727238,JTHBL5EF3A5293566,Jeep,Liberty,69713,2011,$49725.23,46862,10/12/2019,6/18/2019
82505b7c-9d81-49d2-936f-3d5e27f3b50d,JH4CU2F64BC972290,Buick,Skylark,29275,1993,$99833.85,184653,9/5/2019,4/4/2019
964df1da-ce6e-4651-904a-40a3af50280e,SALWR2TF0FA231388,GMC,Savana Cargo Van,88062,2006,$65497.50,352 44,5/3/2019,7/20/2019
2291a51b-2f87-43ab-a8ca-7ab3f213313b,WAUHE98P89A519389,Pontiac,Tempest,28325,1967,$35845.90,,4/7/2019,11/14/2019
f7983854-8c29-4b18-b724-b89b9932e08d,WUAAU34248N217123,Acura,RL,7210,1996,$62202.85,1250,5/2/2019,9/23/2019
ffc16b74-9a69-45d9-97c9-bc3f44ecd503,WAUGGBFCXCN527975,Toyota,Venza,93367,2012,$8877.25,93214 CEDEX,2/21/2019,7/28/2019
a8bbac3e-8da1-438f-9478-e4b5c94f4beb,1FTSX2A54AE428729,Kia,Rio,29981,2005,$48392.73,,5/2/2019,1/5/2020
b1fa93e0-a065-4dad-b4ad-900dc5297c9a,19XFA1E87BE243794,Mitsubishi,Galant,99348,2011,$14398.56,11509,1/14/2020,4/14/2019
e6fe7061-feab-4209-ad4c-e83156f67a78,WBAUU335X9A635665,Dodge,Ram Van 3500,52858,1996,$28737.54,50251,9/21/2019,3/18/2019
ef78dc33-aba2-47e9-af5f-31777dba3b1f,WBAYE8C56FD117932,Land Rover,Range Rover Evoque,69737,2012,$65491.77,413-0033,12/7/2019,5/28/2019
