uuid,vin,make,model,year
fb2ee07d-fcfd-46ce-9637-c6b9d13335d0,JN8CS1MU2FM704622,Buick,Lucerne,2010
a3b8269a-7c43-4488-bdf6-29903f5c081b,JM1NC2SFXF0852729,GMC,Savana 2500,2011
f3d9e934-8126-4a26-9999-c2d173e22751,2C3CA4CD4AH766170,Porsche,911,1990
9177d128-aa7d-4c8d-8946-98b88048abac,1G6DA8EG8A0656731,Mercury,Sable,1997
454623fd-59f6-49f2-837a-34ca93de1315,1G6DU6EV0A0341349,Ford,F-Series,1994
602b5697-2f7f-4057-bfd4-4ed1e2ee8f17,5GAKRAED7BJ913448,Mercury,Tracer,1991
4ba083c4-a5e6-431f-aa07-2adbc5db41c6,5FRYD3H67GB072812,Scion,xB,2008
b81b41d9-7ee1-4070-ab96-97d47f3fa0f2,3N1AB6AP6CL226129,Volkswagen,Golf III,1994
c4f547eb-a0cc-4faf-9df5-938d0bab90c7,WBAYA8C57DD877831,Audi,A6,2011
d5997029-446a-4967-94e2-302182f8b24d,1FT7W2A64EE291332,Ford,Bronco,1984
7cab53f6-a886-425b-91a2-a481c1f0120c,KNDPB3A20D7236218,Infiniti,G,2006
762dfd8d-e12a-469b-a68b-c54e35948ab7,2C4JRGAG1DR586136,Toyota,Celica,1976
ab7bbdb4-1dad-40d5-be3e-ab0ae58e8fc6,1FADP5CU9EL755099,Mercedes-Benz,CL-Class,2009
bb3dfb57-49a3-4fb1-a8f6-15e2fd8e7a16,3VW1K7AJ3FM185291,GMC,Savana 1500,2008
aaec0506-5f86-43be-b2cc-33d1cc539d44,KMHHU6KJ5FU351533,Geo,Tracker,1993
b05ccb0d-f593-46ad-8b1f-9fc078b2890f,1G6AL5S3XE0106255,Acura,ZDX,2011
c0a1702e-4e53-49c8-9ec9-8d8f73faa99d,WAUGFAFC2FN846269,Mitsubishi,Pajero,1998
37ee3091-a10a-4f43-8139-28265d254699,WAUMF98K19A751574,Mitsubishi,Truck,1995
892e533a-61d6-4e1f-a790-657a2e64853d,JTEBU4BF9CK105548,Chrysler,Imperial,1926
bf17d42b-d874-45c9-ab83-1c2237c3f738,JM1DE1HY1B0305691,BMW,Z4,2003
9c883a02-12d6-440d-a48c-4c2364b2a548,SALGS2DF2DA616259,Bentley,Continental GTC,2012
cc613ff5-00a6-4a33-b636-5c0dc5cb0cb8,1FMCU5K37AK954815,Volvo,XC70,2009
b304d285-7f36-4d87-a36b-976cca892012,WBAEW53435P929062,Nissan,Versa,2009
5f116bca-d871-4d1a-9bfb-314e4d64844a,3D7TT2CT8AG108908,Toyota,4Runner,1993
4d181f5c-68d6-4c5c-a9b4-38bf230aa920,WBA3B3C55DJ432936,Audi,A8,2000
69f6a093-cc81-43f1-959f-4b9aa3ee069f,WAUAF98E45A101659,Cadillac,DeVille,2004
905e24e2-e393-4afa-8057-8720b2768332,WBAPM5C58BA539662,Mazda,Miata MX-5,1995
06263c22-4530-46fd-af4b-d582ed9018a8,WBA4A5C51FG704093,Pontiac,Firebird Formula,1999
d1dfc40a-7bc9-4553-92d4-8e0a5faaf43d,1FTEW1C85FK203715,Buick,Regal,1990
ea77b7bd-d37a-4caa-8739-7e56e58bd5c1,1G6EL12Y71B601517,Chevrolet,Tahoe,2008
9a85dad8-8efb-4d39-8cf9-9f8965dcf031,3N1CN7AP8FL534218,GMC,3500 Club Coupe,1993
69d0bb6d-f24c-489a-925f-ad8746ab4614,19VDE1F35DE183010,Mitsubishi,Montero,1992
cbbe7281-bc04-4cd3-985b-12c088967801,1FTSW2A53AE020743,Ford,Econoline E250,1994
45c9dab2-d0f0-4f45-89ab-81cd369f347b,WAUDL54F15N660303,Spyker,C8 Spyder,2004
4ca1dd0b-26eb-4896-b6f4-09fafa059785,NM0KS9BN6AT700327,Toyota,Prius c,2012
0d810800-373f-4d50-abb7-00e5ce532a05,1D7RE5GKXAS648891,Toyota,Sequoia,2004
fc44d315-09e8-4e8c-90c2-4a8681bf446a,JH4DB76541S579165,Mitsubishi,Eclipse,1996
8e92be29-3ce6-45b9-8c16-96d6f8bbf6c4,2T1KE4EEXCC836401,Ram,C/V,2012
3ec53aa1-6699-49e3-9a7f-37e0bf0671a5,4A4AP3AU2DE264163,Volkswagen,Eos,2008
f5e572f5-e18f-4471-8000-b533af93fa05,WBAPM77579N850105,Jeep,Liberty,2010
d218fc78-e593-4798-862f-e3897c812b88,3VW217AU0FM196329,Pontiac,Grand Am,2004
3413480e-8712-4dbb-ae31-830f11bf6afb,1FTSW2B53AE815256,Pontiac,Firebird,1999
eceadee7-2680-49b2-8570-55f49304b9db,WAU2GBFC3DN146240,Volvo,C70,2006
623cbfbd-ff51-4c6b-8587-d9cfd9b262ff,5N1AA0NC5DN795586,Toyota,Celica,1984
fa221a79-b971-4f8c-ae3b-d4483751cf97,WAUNF78P37A399793,Mercedes-Benz,R-Class,2012
8461a406-1621-4e63-a85f-20bae75b4199,WBSWD93579P943722,Buick,LeSabre,1989
acefd005-2714-468d-947c-401148c2429b,2C3CCAAG8DH450846,Toyota,Highlander,2007
0a27f16b-c7cb-4232-86d8-9502d4335322,2C3CK3CVXAH003134,BMW,Z4,2008
72047db4-fe3d-4ec9-9fe1-773fdad8f683,5UMDU93447L163215,Maserati,GranSport,2006
ca3c4674-9544-4b01-966b-46d16626a957,5GAKVCKD4EJ892249,Plymouth,Colt,1992
7487f1f1-e1f7-4b88-98e3-d372c6e5a249,3D73M4CL8BG594453,Mazda,929,1987
18c96654-2b8a-4f0b-a433-ae2f8ffafe72,KNAFT4A29D5911491,Saturn,L-Series,2001
0786a446-29f8-4036-b931-6c2c00c59ac8,1G6AB5R30E0051114,Chevrolet,Traverse,2012
46b2b484-7df7-4ff5-bb20-a0ff3bfdaf61,WBANF335X7B962623,Cadillac,Seville,2000
2a1d6c5a-67b3-4847-b4a6-f3aee8f95677,WBAUP9C54AV449837,Pontiac,GTO,1973
0c46aa41-e7af-4528-9334-73b4b946553d,WAUDG94F45N663207,Lexus,LX,2002
7a4f42e9-90fe-47c2-b263-cccfc793b518,SCBBR53W16C533853,Chevrolet,Silverado 1500,2010
162b17cd-7246-4200-9eb6-b5d5f91dfd7e,5N1AN0NW0FN655978,Toyota,RAV4,2003
c409064d-311c-44b9-84b2-2155097e259b,1G6AH5R32E0205871,Mercury,Grand Marquis,1999
2679a6fa-b156-49a9-8c0a-51e6819e8fe7,WAUNE78P08A602093,Pontiac,Grand Prix,1973
d6b14053-9855-49c1-bb35-77143ef6b177,WAUKGAFB9BN542588,Pontiac,Grand Am,2003
38dbc1c0-485b-4218-9ac1-26d0033bc08a,1G6DV5EP2A0699741,Mazda,Protege,2002
fb300afe-21d9-4f64-b4ac-4024d4f67b7b,WAUNF98P28A535022,Chevrolet,Corvette,1964
1b9387e7-a34c-46a4-9f3e-d9c552cea17f,WAUA2AFD3DN675832,Lexus,ES,2008
c68bb7d6-640e-425a-a7da-95a67aef25fc,WDBSK7AA9CF914542,Toyota,Matrix,2011
086ca26c-4f58-4203-a26e-79cdc5162735,WBAKF5C56BE927552,Porsche,Cayenne,2013
9e9fcbf1-04ab-47e5-8747-4c580748bed8,1FTWX3D54AE097511,Ford,Lightning,1994
d31b77b3-a497-4d55-99d7-64c26126decf,JN8AZ2KR3AT906858,Suzuki,Grand Vitara,2002
01cc49ba-c5dc-4101-8838-34cafe27e75d,WDDLJ6FB2FA891035,Chrysler,Cirrus,1997
87966928-c4ca-401b-9a87-0cf3a70a7541,2C3CDXGJ6DH590963,Chevrolet,S10,1995
45f6bd35-dd62-40fc-905c-5236228e44b9,WAUDF78E68A548564,Mazda,RX-7,1989
ff386ee6-4a7f-4a9f-892b-e1d2161ac0d8,3C4PDDDGXDT340640,Chevrolet,Silverado,2009
c2c30d83-c6ff-44f3-b1e6-cffed8023c4e,3VW1K7AJ8EM665129,Cadillac,Seville,2002
39d3594c-e4bc-4198-bd80-5c176d860f69,1FMJK1J53AE669133,Isuzu,Ascender,2003
53c5d2a4-e861-40eb-9a08-4971a8a8e27f,1G6DW677X60463006,Jaguar,XJ,2010
2137120d-22fd-4bbd-b1af-1ed011434fea,WDDEJ8GB4AA989401,Ford,F350,2012
d7dca62b-df9e-44c8-bfd2-d4c5dad89bfd,1C4RDHAG2CC957240,Mercedes-Benz,500SEC,1993
5379197e-26e8-4535-94a8-50bc1e25a11c,1N4AA5AP5DC437691,Mitsubishi,Pajero,2006
f9b8f6be-2956-4135-92f0-ccd80bfd8262,1G6DX67D980222155,Dodge,Magnum,2005
b5f407a5-dbab-48b6-a0ea-ec258a05ac2a,3VW1K7AJXEM696883,GMC,Safari,1993
4c1c893b-4136-47b3-9aa7-9280b07a346c,5UXFG43548L445385,Cadillac,Escalade ESV,2009
db8adb45-c1c2-47b2-b448-8373f3227cf4,1FTEW1CF4FK267307,Kia,Rio,2010
e7a21678-5158-4168-afb7-f8c4a0e2d96d,JH4KC1F96EC310816,Ford,Econoline E350,1996
9c44239c-2432-456b-86f4-b6a45685714f,2T2BK1BA1EC193492,Ford,F150,2004
87f0f513-fe75-4bcf-b398-30c91a57e370,WBAEK13436C761937,Mitsubishi,Diamante,2000
9d846df4-0491-480a-b897-da2fe3a8f119,2HNYD28317H562555,Cadillac,Escalade,2006
cb8b02d0-2856-4f42-8428-00ccaed23935,1G4GB5ERXCF573613,Cadillac,Fleetwood,1992
b52788ed-af51-425c-9692-116555c66cd3,1N6AF0LX7FN729620,Ford,Excursion,2003
24218aba-56e6-491f-ae1c-bf9677f59f8a,WAUDL74F05N118959,Jaguar,X-Type,2008
2771f049-386e-4924-85fd-9bcfda665167,JN8AZ1FY0BW913150,Mercedes-Benz,SL-Class,1991
dd490d60-0d45-4679-bcdd-7664fab18b9a,3VW4A7AT2DM970089,Jeep,Grand Cherokee,2001
044253fe-7cde-4f23-87d8-ad590aa3ab84,JTDJTUD32ED458081,Volkswagen,Cabriolet,1986
a5a963d2-bed5-4760-b0e9-e7b799a61d71,KNDJT2A27D7258861,Buick,Riviera,1993
5a76c773-5bd6-44c7-9d75-8edf6bc6a4b6,1GYS4HEF0BR576771,Pontiac,Grand Prix,2000
85b944d6-6c07-4707-bc34-28dda7a36a93,JN1CV6FEXAM513662,GMC,Envoy,1999
a29d024d-e799-49f8-9330-ec6e145b3273,WBSDX9C56BE520825,Jaguar,XK,2010
ebc2ea3d-ff2e-4327-bbd9-2e87a20cc4b3,1FTEX1CM9BK552039,Ford,Bronco,1988
bc9c18b1-df77-437d-9dd2-b10bc14ee24e,19UUA65615A791947,Porsche,924,1988
2ec8be58-18d0-4829-b2b5-3b4586e95e1d,WDDJK7DA4EF018845,Honda,S2000,2000
71514388-7b5e-4533-8bb5-9b0813bafbe9,JM3KE2BE0F0344202,BMW,M6,2007
e16b4d25-9b39-4cbf-a50a-cfe357febe67,JN8AE2KP4F9787264,Kia,Rio,2008
93a660f6-1ebc-42e1-b865-f3bf3e9274bb,SCBZK25E53C426211,Pontiac,Montana,2001
c4c1b68f-949c-4075-b6a0-1616bf7faba6,2T1BU4EE0DC960116,Pontiac,GTO,1974
b519d123-c143-4b1d-8d10-29061efd97a9,WAUJC68E13A270218,Dodge,Magnum,2005
b75ecb78-685e-4769-a008-b19dd95ebff9,1FTWF3A53AE409695,Chevrolet,2500,1994
93171519-9896-4f50-b590-db829072b31b,1HGCR2E36DA066071,Volkswagen,Jetta,2009
a2a8735e-5806-46b0-a382-f1b05f528a80,YV1902FH7D1399113,Toyota,Matrix,2004
a91c901d-345b-48ac-930d-cd79c3cd0486,5NPDH4AE9FH539871,Chrysler,Town & Country,1997
3179d043-ecaf-45c7-bd51-9d1ec8133b94,3C4PDCDG0CT616980,Ford,E350,2011
cd119cb4-023f-4d69-b3ef-fe8cc43ac9d6,WAUXL58E04A945353,Toyota,TundraMax,2011
45300b70-ecab-4c7a-9ef7-366c9831504b,SCBFT7ZA2DC348086,Ford,Escort,1990
89620a85-5c9f-43ae-aa1b-bae1701b992f,WAULFAFR4DA162296,Saab,9-5,2004
cb293b23-d2ad-49cc-a0ad-a165bc3cc1e3,2C3CDXJG0CH126563,Dodge,Neon,2004
711585a1-9f09-481b-a7b9-9a435adef2b4,WVGAV7AX7FW691572,Mercedes-Benz,600SEL,1993
21576091-7a87-49df-934b-b85397c74ef5,1G4GE5G34CF974719,Pontiac,Trans Sport,1995
54010ca3-dafe-4b71-99ea-5e0f1b179355,3VW507AT2FM710110,Mitsubishi,Galant,1996
18169c95-9897-4bf8-a80f-0ea2f47aed00,5LMJJ2H59EE204246,Lincoln,Zephyr,2006
4775c04f-c14b-4f8c-b595-c58ccd077d82,KMHTC6AD9EU199389,Chevrolet,Suburban 2500,1996
631c004f-8053-4764-a00d-414721bfa5a0,WA1LGBFE8DD553821,Oldsmobile,98,1992
2cb7e952-8ea2-4df5-bb60-49ac62e97269,WBA3B1C56DF925046,Ford,Mustang,2012
64490eca-a378-47cd-a96d-53283ab38d5c,4JGDF2EE4FA028706,Toyota,Supra,1998
29b36694-3887-47f6-be08-65314371a168,5YMKT6C56F0762629,Chrysler,Sebring,1998
9249e8a5-f53c-415c-be47-f4ca7de8377d,SCFAB01A16G227494,Lotus,Esprit,1996
f88849a7-5fea-4f90-95be-7a71cc347789,JN1AJ0HP0BM200913,Ford,Five Hundred,2007
adf5341c-831e-4d33-9360-f4392ce2653d,JN1CV6AP6DM333219,Subaru,Outback,2006
12a6cc8c-a431-4aef-aaf5-e71a79b962d6,WAUEH98EX7A893248,Mazda,Miata MX-5,2006
6cbde94b-8920-4405-9f2c-396e4bbfa40f,WAUDH94F26N157423,Lexus,LX,2002
8f6404dc-9eeb-493f-820e-1f6dc41c7c5f,JN1CV6FE9AM157169,Toyota,Paseo,1996
823e10e4-1c15-4299-8d68-d423e2d13359,JHMZE2H34ES834477,GMC,Sonoma,1994
917d245b-7f1c-44fa-84b5-39e0d4e2fc50,KMHGH4JH9EU509860,Dodge,Caliber,2012
9910692d-f88a-4397-9705-0e1da5f3d2a9,1FTEW1CM3BK955498,Audi,A8,2004
b64b323f-5d0e-4064-af33-b1541c225efd,JN1AZ4EH4FM535580,Ford,Explorer Sport Trac,2010
71e9794a-6b8a-4315-9bae-72d6115b3334,2GKALMEK3F6574707,Ford,F250,2011
3bd692d9-08b4-41c6-8d6e-d5462c8111a2,KMHHT6KD7BU972067,Volkswagen,Corrado,1992
6db2042f-4514-4eb3-88df-06db8df157fc,SCBBB7ZH7FC769660,Jeep,Grand Cherokee,1998
aeba2054-3856-4f20-b6e9-0cffc5e3bbfb,WBAPM5G57BN640629,Kia,Amanti,2009
79959cba-ccdf-4fa6-923b-47b7f4b2bf6a,WAUVT54B12N722702,MINI,Cooper,2007
99dfae15-cc8b-44cd-8899-d24594f2bd4b,19UUA56623A647801,Chevrolet,Silverado,2007
79d223f2-3569-465b-bef4-4e0fb7958d67,1D4PT6GXXAW428218,Volkswagen,GTI,2007
b07dc040-e3c5-45c6-83f5-c4685befa6a1,3VWC17AU6FM591183,Chevrolet,Malibu,1998
d51da9f3-df0a-4ca1-85bc-02108ed397dd,WBA3A9G58FN829245,Chevrolet,Express 2500,2008
790447be-5170-430a-8030-8b561fe6b341,KMHGH4JH0CU608662,Audi,90,1995
a9a5d7e4-fc3f-4e1c-8c6b-32e3541f72b7,JTHBB1BA3A2770602,Dodge,Ram 2500,2008
d696c2c2-1abe-4b6d-8621-26809c953ca1,1N4AL2AP7AC939204,Hummer,H3,2006
126fb6aa-daa5-4d01-a88f-2f9ee6096aa2,2T1BURHE2FC790854,Honda,Ridgeline,2011
d096ab6b-1c5d-4a47-bc9c-cac288d4a40d,WAUKF98E55A668483,Lincoln,Mark LT,2007
f9a61025-d866-4ed7-9979-6294d90e1fbf,1FTEW1CM3EF946247,Infiniti,QX,2006
72160d72-1c7f-42eb-94a0-9accc8389f26,WBAUN1C50CV404985,Toyota,FJ Cruiser,2012
99a01643-0f7b-4e5b-b46d-a1c9e28c66e5,5LMJJ3H52BE190336,Hummer,H2 SUV,2006
c2493e14-cef5-4c8a-882c-92db6dbe3112,WVGFF9BP2BD188051,Saturn,Ion,2007
8800b544-4a60-450b-8986-22c5622c62a4,WAUBF48H58K208283,Volkswagen,Routan,2011
f71d44f6-c703-4af3-a1b7-42de6d5986df,3VW4S7ATXEM435431,Saab,9-7X,2006
600b8d63-826a-474c-909d-d34b4b112bc7,SALFR2BN1BH187220,Plymouth,Prowler,1999
547b4869-184f-4e7b-a2c6-c4135921284a,3GYFNDE33FS454714,Dodge,Ram Van 2500,2000
31db8774-2595-47bb-802e-4d23ed162a9c,WBA6A0C56FD109169,Mercury,Cougar,1992
d39a0644-6815-4c77-af13-6da834ba9950,1D7RV1CP9BS700054,Land Rover,Range Rover,1994
e8fb282e-3b90-4e59-825a-df1340576f68,WBA3B1C5XEF462331,Porsche,Cayman,2006
695af46d-044c-4b12-8476-3de8203e6ad7,WUARL48H29K770673,Volkswagen,Quantum,1984
9b65c0a6-0f34-4f55-8446-dca8ea207838,WAUGGBFC9CN188254,Toyota,Truck Xtracab SR5,1989
99ca61bb-bfd7-4fe0-8738-b2e59cc7bad0,5N1AA0NC0AN312677,Mazda,CX-7,2012
7b6c5558-367b-4ead-ba4c-4d08723f0147,WAUKF78E46A309583,Chevrolet,G-Series G20,1994
551f5540-ca90-4718-ab7c-ad0c97759bd7,2G4GS5EK1C9673725,Volkswagen,Cabriolet,2001
cbc11827-5aea-4a77-80ac-e677ad83394f,WBA1F7C55FV901618,Buick,Skylark,1994
7731ca9b-7e2c-4d00-b460-afae0522ba43,WAUKF98EX8A131788,Ford,Taurus,1994
0b66c92c-e66e-4992-83dd-78e9c1902cc5,WBA3G7C51EF750999,Isuzu,i-Series,2007
14f8ebac-2fba-47d9-8285-ed282cef9fef,2G4GV5GV4D9531837,Nissan,350Z,2003
69452157-f3f7-4507-923c-b7cbf6d45886,SALWG2WFXEA430092,BMW,M3,1997
d7b2e414-c47d-44a9-9965-0acb1f17c576,1FTSW2B52AE112991,Kia,Optima,2009
bcface70-6bf4-4f42-827f-0af0c697d4ae,YV4902DZ3E2159857,Saab,900,1985
0bb2f7b8-437d-4c4c-81e0-ff64cd1c7ecd,JN8AE2KP0C9887132,Ford,Escape,2013
430644fc-4a54-4611-8a0a-2fb9d60a3e5a,1G6DL5E39D0605295,Nissan,240SX,1998
45576003-6b0c-4ade-8c68-da6b09d14f8d,2G4WC582581857284,Land Rover,Range Rover,2001
0d0ec02b-0a11-4db3-a1b2-548bbfea31b0,1FMCU0C77BK995936,Pontiac,Firefly,1989
4e632e36-08ee-463a-a4b2-ef56124e2f26,1C3BC2FB4BN515582,Honda,Odyssey,2005
fc02dc35-dc78-46a1-9c34-c8b15d4657a0,SCBDC3ZA6DC459823,Pontiac,G3,2010
65fb1b94-5ea8-4200-8b66-761de3fb9fe6,KMHTC6AD4DU529101,Honda,Accord,1998
c0002bc3-a252-45dd-acba-34eef6857644,1FTSF3B5XAE648738,Ford,Probe,1990
d5011790-a630-4f5f-8158-bb13a188cb1b,19UYA42661A580795,Chevrolet,Avalanche 2500,2005
019314a3-334f-4119-ab2e-6b0ec6a8e343,WBALW7C50DD481357,Nissan,Rogue,2012
a0ba0256-349d-42da-b1b5-d9b45790263f,4T3BA3BB3CU601165,Pontiac,Bonneville,2005
01864c44-84e2-413c-83f1-62280320c104,WAUSF78E68A767810,Dodge,Ram 3500,2003
ad9d4263-e567-45f6-8066-877e46477a1a,4T1BK1EB1FU087553,Audi,S4,2011
0b739868-26d0-4de5-8089-085312d07ea8,JN8BS1MW3DM630363,Lincoln,LS,2004
1930cba9-037e-4abe-aa4f-c087cb64776d,JH4CU2F69BC479687,Mercedes-Benz,M-Class,2007
9e3f6f87-de10-4499-84f9-1e26475e693d,SCBZU25EX1C536985,Ford,Escort,1993
21449327-b842-4d55-bf6f-db731ef00115,WAUKD98P29A218836,Chevrolet,Avalanche 1500,2003
f5d413cc-d9cf-4407-a5cc-95f12c0192e6,WBA3A9C52DF143330,Dodge,Ram,2003
074058c3-bfef-4076-a5fe-479bf97ce77b,WA1FFCFS8FR817332,Toyota,Tercel,1992
120bed46-6def-4273-84e8-36c1472698e7,WAUBFAFLXAN471623,Chevrolet,Traverse,2011
7ee05f5f-25bd-4664-bcc5-a4b4ec9685a1,WAUVFAFR5AA483896,Honda,Pilot,2009
b339ba6c-e995-45c4-8afb-23518e91a1e8,WP0CB2A82FK075190,Nissan,Frontier,2008
55c695c2-64e3-46cb-8856-7fe14f8ba936,WAUMFAFL9BN942395,Suzuki,Equator,2010
027b9f05-821a-4f37-945e-ac6fe24c91c3,ZHWGU5AU4CL601309,Volkswagen,Golf,1991
fb8f2b8f-2ed2-42f5-933a-806d1c3b4f31,WBAWV13587P556614,Ford,Taurus,1988
c9979f95-1dde-41be-a5ff-4d8d07eb4921,WAUJC58E44A006812,Mitsubishi,Raider,2008
7f09c0c4-2c62-4620-a252-8418a29c2c58,1C6RD6PT4CS626651,GMC,Sonoma Club Coupe,1993
cda4f717-abd2-4e53-9446-96737da48cc2,WAUHFAFL6BN802130,Pontiac,Montana,2003
0e67f148-e1b0-4aa3-ad94-9ffc17a9fdda,5NPDH4AE3FH856092,Maserati,Quattroporte,2011
6113141a-32ad-4bb2-add2-e3b971eb903c,3N6CM0KN9EK604394,Kia,Sephia,2001
5431ebf3-8f31-4ae3-be16-1767a62db38e,1D7RV1GT7BS369739,Subaru,Tribeca,2006
08f8a4d6-e1fc-406a-a267-6c9a757e2a46,19UUA65546A777355,Buick,Skyhawk,1987
88eb6106-1f69-4db1-bcaf-a8c7d8273bd1,WAUMGAFLXEA706427,Kia,Spectra,2009
3a0822bc-49c4-41a5-b4ac-76f02305bbc0,1G6KD54Y75U714009,Chevrolet,Monte Carlo,1997
b144436f-92fe-4c5b-92c7-578edfc91e44,5UXFE4C59AL283281,Cadillac,DeVille,2000
b354a497-dcf2-472f-9940-06c406a78904,SALFP2BN8BH904959,Dodge,Ram Van 1500,2002
0f22f64c-00ad-4b90-9fd0-a3191a800a7d,1C3CDFCB6FD796647,Volvo,V70,2008
3fb96de6-1cc7-4862-98a0-c5912bdc743d,4T1BF1FK8FU545771,Lincoln,Continental,1993
608d78fd-1ea9-4a2c-973e-a600e7f05d46,W04GV5EV0B1728796,Mitsubishi,Diamante,1999
5f8b2a0e-2c7f-4a89-b0b8-47554a78d965,1N6AD0CW3FN168829,Toyota,Corolla,1995
a4dd1704-84e8-4a34-bf03-9f014b46f269,1FMEU8DEXAU414906,Isuzu,Rodeo,2004
7fe34929-80b1-4459-8798-02ad5c2dc607,19UUA56663A106315,Toyota,Solara,2005
8381d6e1-fe84-48f2-8857-d4d5c4e0db8e,WBAEN33482P416893,GMC,Sonoma Club Coupe,1994
8bb4a46f-37d9-4085-9e5e-eadfba8e9abd,1VWAH7A31EC579663,Subaru,Outback,2005
9aaf4d70-ed39-408b-bcbf-b83fb09a98bd,5GADS13S072137082,Kia,Optima,2005
8312383a-f65a-4bc8-94fd-28b656eb449b,SCBDC3ZA4DC323416,Toyota,Matrix,2005
98d1bee6-44bf-48ff-aee8-40aadb6eed8b,1GYUKCEF2AR076479,Infiniti,QX,1997
bca47070-cccb-447c-91b5-228113093757,WBA6B2C52FG760693,Mercedes-Benz,G-Class,2003
070201fe-9395-4134-9108-32eae8c92ddf,5TDDW5G10FS773634,Ford,Econoline E250,1997
2aa12dc3-e65e-466e-a601-3dbfeb8b6943,1GYS4JKJ6FR338378,Ford,E150,2005
16dc4e52-bcb6-43f4-92df-f1884f56047c,WVGEF9BP8DD184374,Land Rover,Range Rover,1986
05961d6e-3161-4f74-b39d-875bedb10a29,1GYS4HEF6BR842813,Mazda,Familia,1989
bcd62ed3-6a37-42c5-9305-b1014f36bfa6,JTHDU1EF2E5087515,Mercedes-Benz,E-Class,1995
b43e9341-795f-47f0-bb19-bf0372efea6e,KL4CJBSB4EB362391,Suzuki,SJ,1990
66f0d1c7-387c-4ad7-a457-50cade4436b1,SCFAD22323K417982,Chevrolet,Express 1500,2003
8fe54eb7-b8fe-40e2-906d-dd31bd315a73,WAUFFAFL1FA098861,Hyundai,Scoupe,1994
537727d4-cbd8-4190-a57f-55513e3eb257,5FRYD4H61GB722627,Volvo,V70,2005
62c56cf9-662e-452a-ab62-4608a0529c40,JTJBC1BA6D2878244,Buick,LeSabre,1997
0782654e-feda-4010-9618-ad7fffd61508,WBA6A0C59DD009306,Hyundai,Elantra,1996
5b6b4ee1-b040-4d33-9730-f92e1e9673c4,WAULT54BX3N063057,Hyundai,Azera,2009
7d7a2ed1-95e1-4419-8169-deefb2535ee9,WAULT68E35A951623,Maserati,Biturbo,1984
10a6d140-c713-4c9c-8815-f9a22d116495,WAUUL78E17A127908,GMC,Jimmy,1992
868d00b3-8ec4-4962-98ef-602010122a6e,JN8AZ1MU3DW869552,Pontiac,Montana,2003
55411e0c-9027-4b83-aaa9-5af3f2b3439f,1B3CB5HA5BD472418,Subaru,Justy,1987
951f5ff7-a7dc-4b54-807d-7da8af28ea08,WA1LFAFP4EA581374,Audi,S6,2009
27eca7fc-6ae2-483c-b7d2-34f1673c2319,1GD21ZCG7BZ427155,Porsche,Boxster,2005
965aa3e4-4bcc-42ab-8c24-449cce20be13,3N1AB6AP3CL902472,Lincoln,MKZ,2011
383d4d74-7ed9-44bd-9f58-83c1de68f159,JHMGE8G29AC862816,Subaru,Justy,1994
9e6c2bf1-5621-4fdb-862a-d1f17159fec9,1GYS4BEF8DR338389,Mitsubishi,Montero,2006
6699ac2c-c11c-4639-b277-dd3f6c73800c,1G6AH5R32E0796865,Chevrolet,Corsica,1994
adc94300-997d-4ebf-b109-2ebc51358087,WVGEP9BP0FD457744,Saab,9000,1990
41338ae8-e604-4736-9706-4860ccabb60f,WP0CA2A82DS841323,Nissan,GT-R,2009
961f5a69-067b-414f-a769-e8ba684b272e,WBANA53515B873224,Nissan,Xterra,2008
c5168cd1-9ec4-4f08-8380-bae10d4500af,WAUHFAFL5FN360057,Lexus,LS,2006
d707b83b-4722-46f7-ae25-9caaf0092413,WA1LKAFP3AA515713,Lincoln,Town Car,1993
b428dff5-ff10-4391-9a17-63af15b261fb,WAULK78K59A597091,Ford,F150,2006
b18046d4-c7ef-4970-8619-339a6fc5d1eb,3D7TT2CT2BG793084,Lexus,SC,1999
d9c7af06-077e-46ce-bfee-204939599796,WAUEF98E27A379660,Honda,Odyssey,2007
3059bc16-44d7-440b-bb8a-9fb8c58a3727,5UXWX9C5XDL906760,Dodge,Aspen,1976
7ccc55f7-ed28-452f-8748-a0cf4770b7d5,WAUDC68D71A378778,Volkswagen,New Beetle,2003
82185431-9fec-4431-af91-07ee97427ef6,1FBNE3BL0AD048805,Cadillac,CTS,2007
bb586caf-e02d-4776-b7f8-0fa7030b701c,WBA3C1G5XEN844467,Mitsubishi,Mirage,1991
3e867208-a750-4f03-9205-b3cc8a71de63,5UXFE43508L069953,Ford,Flex,2012
f4c7269e-da6a-41a5-a493-63f1fc11d713,1FTNS1EW4AD885023,Volvo,S90,1997
cc33ef47-c6da-4d15-8fd5-aadaa7fa5165,1D7RV1CP5BS874705,Chrysler,Concorde,1994
06005d4f-2681-478e-9d52-2ec44bdea496,1N6AF0KX5EN626440,Chevrolet,Express 1500,2007
e6176779-12fc-43c6-8e4b-678689eca7b3,5GADV23L85D954081,Chevrolet,Impala,2009
3767b5a0-7255-439f-999d-9c9d4f305117,JHMZF1D45ES848104,Chrysler,Voyager,2003
0ff70861-5aad-4ad0-a47d-1f75db905926,5N1AT2MK0FC400906,Aston Martin,Rapide,2010
39e730b6-4ad2-46fa-ad29-b250dd74e5cb,1N6AA0EC9FN448699,Hyundai,Entourage,2009
e8161f9e-09da-40f4-bc35-8d41f813c1cc,WBSDX9C59BE465352,Infiniti,G,2005
